JobTitle,Experience,Salary
Full Stack Developer,9,193500
Full Stack Developer,9,187500
Full Stack Developer,9,187000
Full Stack Developer,9,194000
Full Stack Developer,10,207000
Full Stack Developer,10,204000
Full Stack Developer,10,208500
Full Stack Developer,10,205000
Full Stack Developer,10,206500
Data Engineer,1,90500
Data Engineer,1,89000
Data Engineer,1,90000
Data Engineer,1,84000
Data Engineer,1,90500
Data Engineer,2,101000
Data Engineer,2,107000
Data Engineer,2,107000
Data Engineer,2,99000
Data Engineer,2,105500
Data Engineer,3,118000
Data Engineer,3,115000
Data Engineer,3,117500
Data Engineer,3,118000
Data Engineer,3,117500
Data Engineer,4,139500
Data Engineer,4,133500
Data Engineer,4,132500
Data Engineer,4,137000
Data Engineer,4,140000
Data Engineer,5,156500
Data Engineer,5,156000
Data Engineer,5,149500
Data Engineer,5,149000
Data Engineer,5,152000
Data Engineer,6,167500
Data Engineer,6,169000
Data Engineer,6,165000
Data Engineer,6,166000
Data Engineer,6,173000
Data Engineer,7,188500
Data Engineer,7,181500
Data Engineer,7,182000
Data Engineer,7,188500
Data Engineer,7,186500
Data Engineer,8,206000
Data Engineer,8,206000
Data Engineer,8,201000
Data Engineer,8,202000
Data Engineer,8,205000
Data Engineer,9,222500
Data Engineer,9,222500
Data Engineer,9,222000
Data Engineer,9,222500
Data Engineer,9,218000
Data Engineer,10,239000
Data Engineer,10,235000
Data Engineer,10,234000
Data Engineer,10,238000
Data Engineer,10,232500
Product Manager,1,96000
Product Manager,1,91000
Product Manager,1,95500
Product Manager,1,96000
Product Manager,1,94000
Product Manager,2,106000
Product Manager,2,109000
Product Manager,2,112000
Product Manager,2,106000
Product Manager,2,108500
Product Manager,3,126000
Product Manager,3,123000
Product Manager,3,123500
Product Manager,3,127000
Product Manager,3,123500
Product Manager,4,141000
Product Manager,4,139000
Product Manager,4,144500
Product Manager,4,140500
Product Manager,4,138500
Product Manager,5,159500
Product Manager,5,161000
Product Manager,5,155500
Product Manager,5,156500
Product Manager,5,155500
Product Manager,6,176000
Product Manager,6,177500
Product Manager,6,175500
Product Manager,6,174500
Product Manager,6,176000
Product Manager,7,188000
Product Manager,7,191000
Product Manager,7,190000
Product Manager,7,186500
Product Manager,7,191000
Product Manager,8,201500
Product Manager,8,206500
Product Manager,8,210000
Product Manager,8,208500
Product Manager,8,208000
Product Manager,9,217500
Product Manager,9,223500
Product Manager,9,222500
Product Manager,9,225500
Product Manager,9,222000
Product Manager,10,241500
Product Manager,10,234000
Product Manager,10,235000
Product Manager,10,236500
Product Manager,10,234500
QA Engineer,1,51500
QA Engineer,1,53000
QA Engineer,1,53000
QA Engineer,1,51000
QA Engineer,1,52000
QA Engineer,2,61500
QA Engineer,2,60500
QA Engineer,2,62500
QA Engineer,2,64500
QA Engineer,2,61500
QA Engineer,3,71000
QA Engineer,3,69000
QA Engineer,3,72000
QA Engineer,3,72000
QA Engineer,3,72500
QA Engineer,4,80500
QA Engineer,4,79000
QA Engineer,4,77000
QA Engineer,4,78500
QA Engineer,4,76500
QA Engineer,5,86000
QA Engineer,5,88000
QA Engineer,5,85500
QA Engineer,5,87000
QA Engineer,5,85000
QA Engineer,6,98500
QA Engineer,6,94000
QA Engineer,6,95500
QA Engineer,6,94000
QA Engineer,6,98000
QA Engineer,7,103500
QA Engineer,7,102000
QA Engineer,7,104000
QA Engineer,7,102500
QA Engineer,7,105500
QA Engineer,8,110500
QA Engineer,8,113000
QA Engineer,8,114500
QA Engineer,8,113500
QA Engineer,8,112500
QA Engineer,9,124000
QA Engineer,9,120000
QA Engineer,9,119000
QA Engineer,9,123000
QA Engineer,9,120500
QA Engineer,10,128000
QA Engineer,10,128500
QA Engineer,10,129500
QA Engineer,10,127500
QA Engineer,10,128500
Cloud Engineer,1,82500
Cloud Engineer,1,84500
Cloud Engineer,1,84500
Cloud Engineer,1,82500
Cloud Engineer,1,84000
Cloud Engineer,2,102000
Cloud Engineer,2,103000
Cloud Engineer,2,97500
Cloud Engineer,2,99000
Cloud Engineer,2,100500
Cloud Engineer,3,110500
Cloud Engineer,3,114500
Cloud Engineer,3,111000
Cloud Engineer,3,110500
Cloud Engineer,3,110500
Cloud Engineer,4,134000
Cloud Engineer,4,129000
Cloud Engineer,4,133500
Cloud Engineer,4,130000
Cloud Engineer,4,133000
Cloud Engineer,5,143000
Cloud Engineer,5,148500
Cloud Engineer,5,149500
Cloud Engineer,5,147500
Cloud Engineer,5,149500
Cloud Engineer,6,162000
Cloud Engineer,6,160500
Cloud Engineer,6,160500
Cloud Engineer,6,162500
Cloud Engineer,6,160000
Cloud Engineer,7,174500
Cloud Engineer,7,179000
Cloud Engineer,7,178000
Cloud Engineer,7,173000
Cloud Engineer,7,174500
Cloud Engineer,8,188000
Cloud Engineer,8,189000
Cloud Engineer,8,192000
Cloud Engineer,8,195000
Cloud Engineer,8,190500
Cloud Engineer,9,204000
Cloud Engineer,9,204500
Cloud Engineer,9,209500
Cloud Engineer,9,211500
Cloud Engineer,9,208000
Cloud Engineer,10,223000
Cloud Engineer,10,223500
Cloud Engineer,10,219500
Cloud Engineer,10,226500
Cloud Engineer,10,222000
Cybersecurity Analyst,1,79000
Cybersecurity Analyst,1,81000
Cybersecurity Analyst,1,84000
Cybersecurity Analyst,1,76500
Cybersecurity Analyst,1,81000
Cybersecurity Analyst,2,97500
Cybersecurity Analyst,2,96500
Cybersecurity Analyst,2,96500
Cybersecurity Analyst,2,95500
Cybersecurity Analyst,2,92000
Cybersecurity Analyst,3,111000
Cybersecurity Analyst,3,109500
Cybersecurity Analyst,3,112000
Cybersecurity Analyst,3,109000
Cybersecurity Analyst,3,106000
Cybersecurity Analyst,4,126500
Cybersecurity Analyst,4,127000
Cybersecurity Analyst,4,122500
Cybersecurity Analyst,4,128500
Cybersecurity Analyst,4,125500
Cybersecurity Analyst,5,144000
Cybersecurity Analyst,5,139000
Cybersecurity Analyst,5,140000
Cybersecurity Analyst,5,144000
Cybersecurity Analyst,5,136000
Cybersecurity Analyst,6,152000
Cybersecurity Analyst,6,155000
Cybersecurity Analyst,6,152000
Cybersecurity Analyst,6,153000
Cybersecurity Analyst,6,157000
Cybersecurity Analyst,7,166000
Cybersecurity Analyst,7,172000
Cybersecurity Analyst,7,165500
Cybersecurity Analyst,7,170000
Cybersecurity Analyst,7,170500
Cybersecurity Analyst,8,184000
Cybersecurity Analyst,8,181500
Cybersecurity Analyst,8,182500
Cybersecurity Analyst,8,186500
Cybersecurity Analyst,8,185500
Cybersecurity Analyst,9,203000
Cybersecurity Analyst,9,197500
Cybersecurity Analyst,9,199500
Cybersecurity Analyst,9,197500
Cybersecurity Analyst,9,195500
Cybersecurity Analyst,10,218000
Cybersecurity Analyst,10,216500
Cybersecurity Analyst,10,218000
Cybersecurity Analyst,10,212000
Cybersecurity Analyst,10,218500
Mobile App Developer,1,71500
Mobile App Developer,1,69500
Mobile App Developer,1,70000
Mobile App Developer,1,72000
Mobile App Developer,1,72000
Mobile App Developer,2,85000
Mobile App Developer,2,78500
Mobile App Developer,2,85000
Mobile App Developer,2,84000
Mobile App Developer,2,83000
Mobile App Developer,3,98000
Mobile App Developer,3,98500
Mobile App Developer,3,97000
Mobile App Developer,3,97000
Mobile App Developer,3,97000
Mobile App Developer,4,109500
Mobile App Developer,4,106000
Mobile App Developer,4,105000
Mobile App Developer,4,104500
Mobile App Developer,4,104500
Mobile App Developer,5,118500
Mobile App Developer,5,122500
Mobile App Developer,5,120500
Mobile App Developer,5,118000
Mobile App Developer,5,120500
Mobile App Developer,6,137000
Mobile App Developer,6,134000
Mobile App Developer,6,135000
Mobile App Developer,6,130500
Mobile App Developer,6,135500
Mobile App Developer,7,143500
Mobile App Developer,7,148500
Mobile App Developer,7,147500
Mobile App Developer,7,149000
Mobile App Developer,7,145500
Mobile App Developer,8,160500
Mobile App Developer,8,158500
Mobile App Developer,8,156500
Mobile App Developer,8,160000
Mobile App Developer,8,163000
Mobile App Developer,9,170000
Mobile App Developer,9,175500
Mobile App Developer,9,173500
Mobile App Developer,9,176500
Mobile App Developer,9,173500
Mobile App Developer,10,183000
Mobile App Developer,10,187500
Mobile App Developer,10,186500
Mobile App Developer,10,183000
Mobile App Developer,10,188500
Site Reliability Engineer,1,92000
Site Reliability Engineer,1,88500
Site Reliability Engineer,1,85500
Site Reliability Engineer,1,88500
Site Reliability Engineer,1,88000
Site Reliability Engineer,2,104500
Site Reliability Engineer,2,105000
Site Reliability Engineer,2,108500
Site Reliability Engineer,2,109000
Site Reliability Engineer,2,107500
Site Reliability Engineer,3,119000
Site Reliability Engineer,3,125500
Site Reliability Engineer,3,122500
Site Reliability Engineer,3,118500
Site Reliability Engineer,3,121000
Site Reliability Engineer,4,136000
Site Reliability Engineer,4,137000
Site Reliability Engineer,4,140000
Site Reliability Engineer,4,139000
Site Reliability Engineer,4,139500
Site Reliability Engineer,5,153500
Site Reliability Engineer,5,151500
Site Reliability Engineer,5,159500
Site Reliability Engineer,5,152500
Site Reliability Engineer,5,159500
Site Reliability Engineer,6,172500
Site Reliability Engineer,6,170000
Site Reliability Engineer,6,172000
Site Reliability Engineer,6,176000
Site Reliability Engineer,6,173000
Site Reliability Engineer,7,193500
Site Reliability Engineer,7,189500
Site Reliability Engineer,7,192500
Site Reliability Engineer,7,192500
Site Reliability Engineer,7,192500
Site Reliability Engineer,8,203500
Site Reliability Engineer,8,211000
Site Reliability Engineer,8,205000
Site Reliability Engineer,8,207000
Site Reliability Engineer,8,203000
Site Reliability Engineer,9,226500
Site Reliability Engineer,9,219000
Site Reliability Engineer,9,223500
Site Reliability Engineer,9,226000
Site Reliability Engineer,9,220000
Site Reliability Engineer,10,243500
Site Reliability Engineer,10,243000
Site Reliability Engineer,10,240000
Site Reliability Engineer,10,241500
Site Reliability Engineer,10,239000
AI Research Scientist,1,108500
AI Research Scientist,1,106000
AI Research Scientist,1,114500
AI Research Scientist,1,106500
AI Research Scientist,1,107500
AI Research Scientist,2,134000
AI Research Scientist,2,130000
AI Research Scientist,2,131500
AI Research Scientist,2,127500
AI Research Scientist,2,135500
AI Research Scientist,3,156500
AI Research Scientist,3,154500
AI Research Scientist,3,150500
AI Research Scientist,3,148000
AI Research Scientist,3,152000
AI Research Scientist,4,170500
AI Research Scientist,4,174500
AI Research Scientist,4,174500
AI Research Scientist,4,173000
AI Research Scientist,4,167000
AI Research Scientist,5,189500
AI Research Scientist,5,187000
AI Research Scientist,5,195000
AI Research Scientist,5,194500
AI Research Scientist,5,193500
AI Research Scientist,6,212500
AI Research Scientist,6,210000
AI Research Scientist,6,214500
AI Research Scientist,6,213000
AI Research Scientist,6,213500
AI Research Scientist,7,233000
AI Research Scientist,7,230000
AI Research Scientist,7,233500
AI Research Scientist,7,228000
AI Research Scientist,7,233500
AI Research Scientist,8,254000
AI Research Scientist,8,255000
AI Research Scientist,8,250500
AI Research Scientist,8,251500
AI Research Scientist,8,248500
AI Research Scientist,9,273500
AI Research Scientist,9,273000
AI Research Scientist,9,275000
AI Research Scientist,9,270000
AI Research Scientist,9,275500
AI Research Scientist,10,296000
AI Research Scientist,10,299000
AI Research Scientist,10,291000
AI Research Scientist,10,295500
AI Research Scientist,10,296500
Database Administrator,1,72500
Database Administrator,1,68500
Database Administrator,1,66500
Database Administrator,1,68500
Database Administrator,1,67000
Database Administrator,2,78000
Database Administrator,2,83000
Database Administrator,2,80000
Database Administrator,2,83000
Database Administrator,2,79000
Database Administrator,3,91000
Database Administrator,3,91500
Database Administrator,3,92500
Database Administrator,3,93500
Database Administrator,3,91500
Database Administrator,4,102000
Database Administrator,4,107000
Database Administrator,4,103500
Database Administrator,4,107000
Database Administrator,4,104000
Database Administrator,5,112500
Database Administrator,5,119000
Database Administrator,5,118500
Database Administrator,5,117500
Database Administrator,5,115500
Database Administrator,6,128000
Database Administrator,6,128000
Database Administrator,6,125500
Database Administrator,6,129500
Database Administrator,6,124500
Database Administrator,7,135500
Database Administrator,7,141000
Database Administrator,7,138500
Database Administrator,7,139000
Database Administrator,7,140000
Database Administrator,8,153000
Database Administrator,8,147500
Database Administrator,8,152000
Database Administrator,8,149000
Database Administrator,8,150500
Database Administrator,9,158500
Database Administrator,9,162500
Database Administrator,9,159000
Database Administrator,9,159500
Database Administrator,9,162000
Database Administrator,10,173000
Database Administrator,10,172500
Database Administrator,10,172000
Database Administrator,10,172000
Database Administrator,10,171500
Systems Engineer,1,72000
Systems Engineer,1,72000
Systems Engineer,1,71000
Systems Engineer,1,68000
Systems Engineer,1,69000
Systems Engineer,2,84000
Systems Engineer,2,80500
Systems Engineer,2,81000
Systems Engineer,2,82500
Systems Engineer,2,83000
Systems Engineer,3,96500
Systems Engineer,3,94000
Systems Engineer,3,92000
Systems Engineer,3,92500
Systems Engineer,3,96000
Systems Engineer,4,104500
Systems Engineer,4,104000
Systems Engineer,4,105000
Systems Engineer,4,107500
Systems Engineer,4,110000
Systems Engineer,5,120000
Systems Engineer,5,120500
Systems Engineer,5,117500
Systems Engineer,5,119500
Systems Engineer,5,118500
Systems Engineer,6,134500
Systems Engineer,6,132000
Systems Engineer,6,132000
Systems Engineer,6,129500
Systems Engineer,6,133000
Systems Engineer,7,142500
Systems Engineer,7,143000
Systems Engineer,7,141500
Systems Engineer,7,142500
Systems Engineer,7,143500
Systems Engineer,8,158000
Systems Engineer,8,154000
Systems Engineer,8,156000
Systems Engineer,8,155500
Systems Engineer,8,156500
Systems Engineer,9,168000
Systems Engineer,9,172500
Systems Engineer,9,170500
Systems Engineer,9,167500
Systems Engineer,9,166000
Systems Engineer,10,184500
Systems Engineer,10,185500
Systems Engineer,10,182000
Systems Engineer,10,181500
Systems Engineer,10,182000
Blockchain Developer,1,96000
Blockchain Developer,1,90500
Blockchain Developer,1,93500
Blockchain Developer,1,91500
Blockchain Developer,1,92500
Blockchain Developer,2,105000
Blockchain Developer,2,112500
Blockchain Developer,2,108500
Blockchain Developer,2,113500
Blockchain Developer,2,110000
Blockchain Developer,3,123500
Blockchain Developer,3,129500
Blockchain Developer,3,130000
Blockchain Developer,3,124500
Blockchain Developer,3,122500
Blockchain Developer,4,142500
Blockchain Developer,4,142500
Blockchain Developer,4,144500
Blockchain Developer,4,144500
Blockchain Developer,4,145500
Blockchain Developer,5,162500
Blockchain Developer,5,160500
Blockchain Developer,5,155500
Blockchain Developer,5,157500
Blockchain Developer,5,155500
Blockchain Developer,6,179000
Blockchain Developer,6,180000
Blockchain Developer,6,180000
Blockchain Developer,6,172000
Blockchain Developer,6,173500
Blockchain Developer,7,195500
Blockchain Developer,7,198000
Blockchain Developer,7,197000
Blockchain Developer,7,196500
Blockchain Developer,7,193500
Blockchain Developer,8,208000
Blockchain Developer,8,210000
Blockchain Developer,8,208500
Blockchain Developer,8,208500
Blockchain Developer,8,215000
Blockchain Developer,9,225000
Blockchain Developer,9,230500
Blockchain Developer,9,224500
Blockchain Developer,9,232000
Blockchain Developer,9,224000
Blockchain Developer,10,240000
Blockchain Developer,10,242500
Blockchain Developer,10,244000
Blockchain Developer,10,249500
Blockchain Developer,10,241000
UI/UX Designer,1,60000
UI/UX Designer,1,60500
UI/UX Designer,1,57500
UI/UX Designer,1,56000
UI/UX Designer,1,60000
UI/UX Designer,2,67000
UI/UX Designer,2,69000
UI/UX Designer,2,70000
UI/UX Designer,2,68500
UI/UX Designer,2,70500
UI/UX Designer,3,81000
UI/UX Designer,3,75500
UI/UX Designer,3,75500
UI/UX Designer,3,75500
UI/UX Designer,3,77500
UI/UX Designer,4,89000
UI/UX Designer,4,89500
UI/UX Designer,4,86500
UI/UX Designer,4,88000
UI/UX Designer,4,87000
UI/UX Designer,5,96500
UI/UX Designer,5,99500
UI/UX Designer,5,95000
UI/UX Designer,5,95000
UI/UX Designer,5,99000
UI/UX Designer,6,107500
UI/UX Designer,6,108500
UI/UX Designer,6,107000
UI/UX Designer,6,107500
UI/UX Designer,6,110000
UI/UX Designer,7,117000
UI/UX Designer,7,118500
UI/UX Designer,7,119000
UI/UX Designer,7,116500
UI/UX Designer,7,119500
UI/UX Designer,8,127000
UI/UX Designer,8,125000
UI/UX Designer,8,128000
UI/UX Designer,8,130500
UI/UX Designer,8,130000
UI/UX Designer,9,137500
UI/UX Designer,9,135500
UI/UX Designer,9,135000
UI/UX Designer,9,136500
UI/UX Designer,9,139000
UI/UX Designer,10,150500
UI/UX Designer,10,150000
UI/UX Designer,10,148000
UI/UX Designer,10,145500
UI/UX Designer,10,147000
